chromosome	start	end	length	is_cluster_in_ovary	is_cluster_in_fc	passed	ref_genome	total_reads_ovary	total_reads_fc	total_reads_cluster_ovary	total_reads_cluster_fc	cpm_ovary	cpm_fc	ovary_fc_factor
JAECYG010000068.1	68012	126354	58342	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	22272.0	5065.0	11.255.513.291.228.900	8.630.643.230.849.340	13.041.337.696.589.300
JAECYG010000070.1	8017	52017	44000	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	25461.0	6622.0	12.867.125.714.259.100	11.283.735.335.574.400	11.403.250.192.950.500
JAECYG010000070.1	434060	493024	58964	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	18658.0	6548.0	9.429.120.285.010.290	11.157.641.041.579.700	0.8450818815439565
JAECYG010000070.1	731196	802922	71726	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	18465.0	2889.0	9.331.584.631.938.850	492.278.939.662.858	1.895.588.837.972.560
JAECYG010000071.1	3829	55999	52170	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	18535.0	3620.0	936.696.025.740.518	6.168.396.544.062.110	1.518.540.546.233.540
JAECYG010000071.1	115195	174000	58805	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	13507.0	2376.0	6.825.979.616.766.750	4.048.649.223.395.460	16.859.893.856.257.600
JAECYG010000074.1	1024	119986	118962	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	34122.0	5175.0	17.244.101.316.599.900	8.818.080.694.895.430	19.555.390.694.691.700
JAECYG010000074.1	164081	252657	88576	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	20408.0	3199.0	1.031.351.092.166.840	5.451.022.249.849.360	18.920.324.388.610.700
JAECYG010000074.1	392211	464671	72460	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	13192.0	1788.0	6.666.789.302.168.280	30.467.107.792.218.400	21.881.923.770.496.600
JAECYG010000074.1	527106	860021	332915	FALSE	TRUE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	127274.0	18270.0	6.431.996.222.287.490	31.131.658.801.109.000	20.660.628.023.002.500
JAECYG010000080.1	91	60377	60286	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	15124.0	6136.0	7.643.156.565.038.890	10.455.602.539.879.800	0.7310106266842378
JAECYG010000084.1	22001	59021	37020	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16259.0	5170.0	8.216.747.063.671.470	8.809.560.810.166.060	0.9327079114079684
JAECYG010000086.1	21015	107961	86946	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	22228.0	2392.0	1.123.327.718.379.290	4.075.912.854.529.440	27.560.150.534.891.100
JAECYG010000086.1	274109	370029	95920	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	12318.0	3817.0	6.225.099.349.917.290	6.504.080.002.399.190	0.9571068233510354
JAECYG010000086.1	484081	563991	79910	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	11856.0	2772.0	5.991.620.221.839.530	4.723.424.093.961.370	12.684.908.453.381.200
JAECYG010000088.1	10008	100985	90977	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	15315.0	6728.0	7.739.681.485.954.150	11.464.356.891.836.900	0.6751082122596052
JAECYG010000090.1	119	163996	163877	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	50218.0	6586.0	2.537.847.370.954.260	11.222.392.165.522.900	2.261.413.906.698.920
JAECYG010000090.1	274208	319791	45583	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	17237.0	1957.0	8.710.995.088.043.860	3.334.682.883.074.460	2.612.240.921.695.260
JAECYG010000090.1	367311	434008	66697	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	82541.0	12653.0	41.713.421.451.658	21.560.420.296.137.500	19.347.220.916.250.200
JAECYG010000090.1	546007	607702	61695	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	17964.0	3279.0	9.078.396.226.815.570	558.734.040.551.925	1.624.815.308.880.730
JAECYG010000090.1	759063	815017	55954	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16235.0	2321.0	8.204.618.277.797.300	3.954.930.491.372.420	20.745.290.709.142.500
JAECYG010000101.1	9	113830	113821	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	283548.0	25463.0	14.329.554.071.037.000	4.338.836.497.277.720	3.302.625.964.363.420
JAECYG010000102.1	14027	53017	38990	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6109.0	1629.0	3.087.281.371.054.120	2.775.778.444.827.950	11.122.218.262.075.600
JAECYG010000107.1	423006	510137	87131	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	20150.0	3662.0	10.183.126.473.521.100	6.239.963.575.788.800	1.631.920.819.703.480
JAECYG010000107.1	605002	667958	62956	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	12413.0	3190.0	6.273.109.127.335.870	5.435.686.457.336.500	11.540.601.498.213.900
JAECYG010000107.1	797009	850137	53128	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	8333.0	1820.0	421.121.552.872.713	3.101.238.041.489.790	1.357.914.314.343.990
JAECYG010000107.1	920295	960985	40690	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	7913.0	1387.0	3.998.961.775.929.170	23.634.160.239.265.600	16.920.261.754.362.300
JAECYG010000107.1	1065024	1283896	218872	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	76019.0	15930.0	38.417.423.890.352.500	27.144.352.747.765.000	14.153.007.900.884.800
JAECYG010000108.1	1573090	1638977	65887	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	45754.0	13459.0	2.312.251.953.694.720	22.933.825.714.511.600	10.082.277.516.531.400
JAECYG010000117.1	426085	464011	37926	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	8995.0	3366.0	4.545.767.872.422.960	5.735.586.399.810.240	0.7925550337055951
JAECYG010000117.1	518426	571967	53541	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16084.0	2689.0	812.830.800.000.566	45.819.940.074.538.700	17.739.674.008.265.200
JAECYG010000129.1	31667	67995	36328	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	10098.0	2636.0	510.318.665.655.665	4.491.683.229.322.580	11.361.412.628.660.100
JAECYG010000129.1	158229	217972	59743	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	114069.0	8669.0	5.764.660.316.169.140	14.771.776.143.777.400	39.024.828.565.368.300
JAECYG010000129.1	550134	611993	61859	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	12595.0	671.0	6.365.085.753.548.320	11.433.685.306.811.200	556.695.901.867.836
JAECYG010000135.1	229821	308796	78975	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	22256.0	5569.0	1.124.742.743.397.940	9.489.447.611.569.590	1.185.256.286.179.030
JAECYG010000135.1	516417	576008	59591	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	10922.0	2060.0	5.519.608.304.903.120	3.510.192.508.499.430	15.724.517.363.472.700
JAECYG010000135.1	636010	705000	68990	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	12551.0	2180.0	6.342.849.646.112.350	37.146.697.420.042.500	1.707.513.745.943.410
JAECYG010000135.1	878101	920749	42648	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	14621.0	3194.0	7.388.957.427.759.430	5.442.502.365.120.000	13.576.397.274.742.400
JAECYG010000135.1	1351486	1421000	69514	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	88710.0	10289.0	4.483.102.478.739.750	17.532.218.796.092.500	2.557.065.098.764.850
JAECYG010000135.1	1485002	1527962	42960	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16766.0	5512.0	8.472.967.665.263.290	9.392.320.925.654.800	0.9021164983960116
JAECYG010000148.1	3	60022	60019	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	24876.0	4701.0	12.571.486.558.576.200	8.010.395.622.551.380	1.569.396.463.163.960
JAECYG010000153.1	76312	145969	69657	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	20234.0	1955.0	10.225.577.224.080.700	3.331.274.929.182.710	3.069.568.691.104.530
JAECYG010000153.1	188363	231960	43597	FALSE	TRUE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	11678.0	2894.0	590.166.505.993.945	4.931.309.281.357.940	11.967.744.716.904.600
JAECYG010000153.1	427039	512418	85379	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	18712.0	8871.0	9.456.410.053.227.170	15.115.979.486.843.900	0.6255902941293009
JAECYG010000160.1	11009	51956	40947	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4945.0	1104.0	24.990.352.561.569.200	18.811.905.482.443.500	1.328.432.815.319.620
JAECYG010000160.1	137003	173002	35999	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	85134.0	13979.0	4.302.383.569.214.630	2.381.989.372.636.580	18.062.144.267.471.600
JAECYG010000161.1	901020	948651	47631	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16950.0	4900.0	8.565.955.023.631.920	8.349.487.034.780.210	10.259.259.027.470.700
JAECYG010000162.1	5268	154882	149614	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	69233.0	23748.0	34.988.009.684.431.200	4.046.604.451.060.410	0.8646263826271077
JAECYG010000162.1	353147	475006	121859	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	33021.0	2798.0	16.687.693.264.622.400	476.772.749.455.409	350.013.571.112.943
JAECYG010000162.1	1055007	1106175	51168	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	10414.0	1888.0	526.288.233.723.321	3.217.108.473.809.190	16.359.045.335.520.600
JAECYG010000162.1	1158591	1308014	149423	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	42599.0	4112.0	21.528.089.560.572.000	7.006.753.201.431.880	3.072.477.214.720.880
JAECYG010000165.1	17	93861	93844	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	243347.0	15702.0	12.297.931.900.505.900	267.558.460.041.059	4.596.353.222.626.080
JAECYG010000175.1	524018	598962	74944	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	17685.0	5355.0	8.937.399.091.028.350	9.124.796.545.152.660	0.979462834793412
JAECYG010000175.1	657030	767917	110887	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	40005.0	8426.0	20.217.169.954.005.600	14.357.709.745.930.200	14.081.054.925.724.600
JAECYG010000175.1	879039	956929	77890	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	12990.0	2375.0	6.564.705.354.394.020	40.469.452.464.495.900	1.622.138.416.662.110
JAECYG010000175.1	1179112	1261729	82617	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16621.0	3762.0	8.399.689.583.940.190	6.410.361.270.376.150	1.310.330.140.480.100
JAECYG010000175.1	1385068	1429089	44021	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	20996.0	5534.0	10.610.666.175.585.600	9.429.808.418.464.020	11.252.260.602.462.900
JAECYG010000177.1	2014	39710	37696	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	23638.0	2547.0	11.945.843.353.900.300	4.340.029.281.139.830	2.752.479.898.191.600
JAECYG010000181.1	20003	98017	78014	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	15129.0	4149.0	7.645.683.395.429.340	7.069.800.348.429.200	10.814.567.623.720.900
JAECYG010000186.1	21297	83268	61971	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	29283.0	13345.0	14.798.634.864.720.500	2.273.957.234.268.200	0.6507877387361253
JAECYG010000195.1	49009	87980	38971	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	28505.0	3416.0	14.405.460.055.966.200	5.820.785.247.103.920	2.474.831.048.462.670
JAECYG010000195.1	285007	446958	161951	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	41680.0	11101.0	21.063.658.134.807.000	1.891.584.807.614.180	11.135.455.333.548.600
JAECYG010000195.1	494035	560021	65986	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16255.0	1627.0	8.214.725.599.359.110	27.723.704.909.362.000	2.963.069.195.194.420
JAECYG010000195.1	622032	848008	225976	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	52625.0	14041.0	2.659.488.985.950.620	2.392.554.029.701	1.111.569.040.003.230
JAECYG010000195.1	925035	1040981	115946	FALSE	TRUE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	82771.0	9761.0	4.182.965.564.961.870	1.663.251.896.867.130	25.149.320.874.612.000
JAECYG010000195.1	1305030	1363929	58899	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	13747.0	2875.0	6.947.267.475.508.440	489.893.371.938.635	14.181.182.831.717.600
JAECYG010000195.1	1466043	1664601	198558	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	55361.0	11627.0	27.977.571.449.161.400	19.812.139.949.671.300	1.412.142.833.648.090
JAECYG010000204.1	294313	334979	40666	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6887.0	1575.0	3.480.456.179.808.440	2.683.763.689.750.780	1.296.856.423.350.610
JAECYG010000212.1	9038	48721	39683	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	63996.0	29608.0	3.234.140.753.347.190	5.045.134.941.342.290	0.6410414767789586
JAECYG010000231.1	10084	136992	126908	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	39804.0	4920.0	20.115.591.372.309.400	8.383.566.573.697.680	23.994.073.638.562.600
JAECYG010000231.1	537229	700915	163686	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	31526.0	10100.0	15.932.170.977.877.200	17.210.167.153.322.400	0.9257417918106354
JAECYG010000231.1	854068	964738	110670	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	61337.0	23739.0	3.099.763.913.182.950	40.450.708.718.091.300	0.7663064533147744
JAECYG010000231.1	1166020	1210018	43998	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	22455.0	1947.0	11.347.995.283.519.400	331.764.311.361.573	3.420.499.099.781.670
JAECYG010000231.1	1379009	1498005	118996	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	43545.0	7690.0	22.006.165.870.445.500	13.103.582.713.767.300	16.794.006.914.860.500
JAECYG010000244.1	126036	406011	279975	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	130549.0	11690.0	6.597.503.612.862.090	19.919.490.497.261.300	33.120.845.203.190.000
JAECYG010000253.1	144155	183026	38871	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6655.0	2349.0	3.363.211.249.691.470	4.002.641.845.856.880	0.8402478610902246
JAECYG010000253.1	224001	283787	59786	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	9956.0	1357.0	5.031.424.673.467.810	2.312.296.715.550.350	2.175.942.490.265.680
JAECYG010000253.1	1233012	1346982	113970	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	17794.0	4645.0	8.992.483.993.540.200	7.914.972.913.582.460	1.136.135.788.678.270
JAECYG010000253.1	1633396	1706008	72612	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	22332.0	7660.0	11.285.835.255.914.300	1.305.246.340.539.110	0.864651744685445
JAECYG010000253.1	2020065	2128014	107949	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	17284.0	5538.0	8.734.747.293.714.110	9.436.624.326.247.510	0.9256220224237216
JAECYG010000253.1	2303918	2344890	40972	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	7184.0	2269.0	3.630.549.905.001.280	3.866.323.690.187.000	0.9390186119739208
JAECYG010000253.1	2457222	2499953	42731	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	7630.0	2520.0	3.855.943.175.829.590	4.294.021.903.601.250	0.897979391440864
JAECYG010000254.1	73006	108355	35349	FALSE	TRUE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	11292.0	3502.0	5.706.593.753.796.560	5.967.327.264.449.040	0.9563064837744316
JAECYG010000254.1	429021	465910	36889	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	20782.0	2379.0	1.050.251.783.487.420	4.053.761.154.233.080	2.590.808.248.262.760
JAECYG010000254.1	554197	666927	112730	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	35469.0	4297.0	17.924.829.423.787.600	7.321.988.936.418.480	2.448.082.014.250.550
JAECYG010000254.1	755000	849699	94699	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	12242.0	2500.0	6.186.691.527.982.420	4.259.942.364.683.780	14.522.946.552.685.700
JAECYG010000254.1	952074	1033953	81879	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	25865.0	7631.0	1.307.129.360.980.760	1.300.304.807.396.070	10.052.484.260.197.000
JAECYG010000254.1	1343542	1486958	143416	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	26591.0	12586.0	13.438.189.382.501.200	21.446.253.840.764.000	0.6265984484879403
JAECYG010000256.1	469093	532499	63406	FALSE	TRUE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6556.0	2523.0	3.313.180.007.960.520	42.991.338.344.388.700	0.7706622160537986
JAECYG010000257.1	96011	303282	207271	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	81342.0	13970.0	4.110.748.752.402.760	2.380.455.793.385.290	1.726.874.644.690.110
JAECYG010000259.1	114328	159964	45636	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16111.0	4298.0	81.419.528.841.141	7.323.692.913.364.350	11.117.277.827.496.700
JAECYG010000259.1	310052	381006	70954	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	41756.0	3095.0	2.110.206.595.674.180	5.273.808.647.478.520	4.001.295.338.394.770
JAECYG010000260.1	20872261	20916324	44063	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	71572.0	12542.0	3.617.006.094.108.460	213.712.788.551.456	16.924.612.320.228.900
JAECYG010000264.1	214004	307984	93980	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	39084.0	14720.0	19.751.727.796.084.300	2.508.254.064.325.810	0.787469183325869
JAECYG010000264.1	579187	668763	89576	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	43594.0	8225.0	2.203.092.880.827.190	14.015.210.379.809.600	15.719.299.397.752.700
JAECYG010000264.1	712121	750976	38855	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4521.0	1912.0	22.847.600.390.466.000	3.258.003.920.510.150	0.7012760250726905
JAECYG010000264.1	1122576	1243928	121352	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	27707.0	9212.0	14.002.177.925.650.100	15.697.035.625.386.800	0.8920268934730853
JAECYG010000264.1	1338043	1400767	62724	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	23785.0	8117.0	1.202.013.216.737.960	1.383.118.086.965.530	0.8690604425361137
JAECYG010000264.1	1454258	1562004	107746	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	19510.0	5059.0	98.596.921.835.433	8.620.419.369.174.100	11.437.601.538.042.000
JAECYG010000264.1	1641508	1677018	35510	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6949.0	2552.0	35.117.888.766.500.400	4.348.549.165.869.200	0.807577134970278
JAECYG010000265.1	303077	345979	42902	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	9732.0	3049.0	4.918.222.671.975.570	5.195.425.707.968.340	0.946644788786486
JAECYG010000266.1	485068	551987	66919	FALSE	TRUE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	23627.0	6153.0	1.194.028.432.704.130	10.484.570.147.959.700	11.388.434.774.662.500
JAECYG010000266.1	594017	675857	81840	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	15608.0	1592.0	788.775.374.683.464	27.127.312.978.306.300	290.767.970.758.566
JAECYG010000266.1	1249007	1303929	54922	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	14933.0	4491.0	7.546.631.644.123.630	7.652.560.463.917.940	0.9861577284761394
JAECYG010000267.1	90005	140838	50833	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	8267.0	1218.0	4.177.861.367.573.160	2.075.443.920.073.930	20.129.965.098.861
JAECYG010000267.1	192301	257607	65306	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	32348.0	8868.0	1.634.758.189.406.750	15.110.867.556.006.300	10.818.427.091.282.100
JAECYG010000267.1	326066	378878	52812	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	11809.0	2640.0	5.967.868.016.169.280	4.498.499.137.106.070	13.266.353.586.561.900
JAECYG010000268.1	170146	211600	41454	FALSE	TRUE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	10720.0	3227.0	5.417.524.357.128.860	5.498.733.604.333.820	0.9852312817735058
JAECYG010000268.1	348027	396898	48871	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	10774.0	3130.0	5.444.814.125.345.740	5.333.447.840.584.090	10.208.807.300.812.400
JAECYG010000268.1	1179429	1233824	54395	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	10246.0	2812.0	5.177.980.836.114.020	4.791.583.171.796.310	10.806.409.177.225.700
JAECYG010000268.1	1457222	1527237	70015	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	18003.0	4508.0	9.098.105.503.861.090	7.681.528.071.997.790	1.184.413.494.110.270
JAECYG010000269.1	60002	99767	39765	TRUE	FALSE	TRUE	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6621.0	2288.0	3.346.028.803.036.400	3.898.699.252.158.590	0.8582423486971459
