chromosome	start	end	length	is_cluster_in_ovary	is_cluster_in_fc	passed	ref_genome	total_reads_ovary	total_reads_fc	total_reads_cluster_ovary	total_reads_cluster_fc	cpm_ovary	cpm_fc	ovary_fc_factor
JAECYG010000160.1	261042	277989	16947	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	5153.0	1132.0	260.4151400399724	192.89019027288168	1.350069382333872
JAECYG010000161.1	10375	27991	17616	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	14217.0	2558.0	718.4789532210922	435.8773027544447	1.6483513793464342
JAECYG010000161.1	85339	115362	30023	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	7477.0	1499.0	377.8622165881766	255.4261441864396	1.4793404089143236
JAECYG010000161.1	210478	221963	11485	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	5591.0	933.0	282.55017426033106	158.98104904999877	1.777256949483774
JAECYG010000161.1	265028	283012	17984	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4471.0	531.0	225.94917351420847	90.48117582588354	2.497195371875045
JAECYG010000161.1	335131	340018	4887	False	True	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	1544.0	464.0	78.02852245715457	79.064530288531	0.9868966801219748
JAECYG010000161.1	579053	586200	7147	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2842.0	1042.0	143.6250393932858	177.55439776002007	0.8089072487374112
JAECYG010000161.1	663101	670989	7888	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	1980.0	767.0	100.0624834618951	130.69503174849845	0.7656181120522564
JAECYG010000161.1	901020	948651	47631	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16950.0	4900.0	856.5955023631928	834.9487034780215	1.0259259027470795
JAECYG010000162.1	5268	154882	149614	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	69233.0	23748.0	3498.8009684431227	4046.604451060419	0.8646263826271077
JAECYG010000162.1	275004	285879	10875	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2814.0	756.0	142.21001437463272	128.82065710803758	1.103937967459411
JAECYG010000162.1	353147	475006	121859	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	33021.0	2798.0	1668.7693264622417	476.772749455409	3.50013571112943
JAECYG010000162.1	561006	578718	17712	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6888.0	1105.0	348.09615458865323	188.2894525190232	1.84872891142686
JAECYG010000162.1	664031	687397	23366	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	7385.0	622.0	373.2128486697451	105.98736603333252	3.5212956283145243
JAECYG010000162.1	874509	891120	16611	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	8201.0	1588.0	414.45072064192	270.59153900471387	1.5316470062824104
JAECYG010000162.1	992056	1008006	15950	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6193.0	979.0	312.97321216137186	166.81934300101693	1.8761206376377104
JAECYG010000162.1	1055007	1106175	51168	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	10414.0	1888.0	526.288233723321	321.7108473809193	1.6359045335520608
JAECYG010000162.1	1158591	1308014	149423	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	42599.0	4112.0	2152.8089560572066	700.6753201431886	3.072477214720882
JAECYG010000164.1	67	4385	4318	False	True	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4805.0	1116.0	242.82840052242724	190.16382715948407	1.27694317131499
JAECYG010000165.1	17	93861	93844	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	243347.0	15702.0	12297.931900505951	2675.58460041059	4.596353222626089
JAECYG010000165.1	139584	156695	17111	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	17378.0	4579.0	878.225170505461	780.2510435154817	1.1255674411514394
JAECYG010000172.1	16	8056	8040	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	5550.0	3331.0	280.4781733401605	567.5947206704673	0.4941521883939435
JAECYG010000175.1	2221	16926	14705	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	11868.0	3300.0	599.7684614776621	562.3123921382593	1.066610784082086
JAECYG010000175.1	172691	181369	8678	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	3229.0	1263.0	163.18270661538347	215.21228826382472	0.7582406559208219
JAECYG010000175.1	263003	269500	6497	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	1707.0	277.0	86.26598953002774	47.20016140069632	1.8276630199988064
JAECYG010000175.1	325472	338166	12694	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	11365.0	3249.0	574.3485477497161	553.6221097143044	1.0374378798673838
JAECYG010000175.1	524018	598962	74944	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	17685.0	5355.0	893.7399091028358	912.4796545152662	0.979462834793412
JAECYG010000175.1	657030	767917	110887	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	40005.0	8426.0	2021.7169954005624	1435.7709745930222	1.4081054925724696
JAECYG010000175.1	879039	956929	77890	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	12990.0	2375.0	656.4705354394026	404.69452464495936	1.622138416662117
JAECYG010000175.1	1092079	1112012	19933	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4835.0	1392.0	244.3444987566984	237.19359086559305	1.0301479810858696
JAECYG010000175.1	1179112	1261729	82617	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16621.0	3762.0	839.9689583940194	641.0361270376156	1.310330140480102
JAECYG010000175.1	1385068	1429089	44021	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	20996.0	5534.0	1061.0666175585602	942.9808418464022	1.1252260602462931
JAECYG010000177.1	2014	39710	37696	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	23638.0	2547.0	1194.5843353900384	434.0029281139838	2.752479898191609
JAECYG010000181.1	20003	98017	78014	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	15129.0	4149.0	764.5683395429348	706.9800348429206	1.0814567623720934
JAECYG010000181.1	178241	192747	14506	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2924.0	907.0	147.7690412336269	154.55070899072763	0.9561201122829686
JAECYG010000182.1	64189	74440	10251	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	20156.0	10981.0	1018.6158669989684	1871.1370842637048	0.5443833461297655
JAECYG010000186.1	21297	83268	61971	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	29283.0	13345.0	1479.8634864720575	2273.957234268203	0.6507877387361253
JAECYG010000191.1	48	7193	7145	False	True	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2726.0	972.0	137.7627928874374	165.62655913890546	0.8317675232986054
JAECYG010000195.1	49009	87980	38971	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	28505.0	3416.0	1440.5460055966262	582.0785247103921	2.474831048462674
JAECYG010000195.1	216273	236901	20628	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	5759.0	1442.0	291.0403243722494	245.71347559496056	1.1844703415941524
JAECYG010000195.1	285007	446958	161951	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	41680.0	11101.0	2106.3658134807006	1891.584807614187	1.1135455333548656
JAECYG010000195.1	494035	560021	65986	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16255.0	1627.0	821.4725599359115	277.23704909362056	2.963069195194425
JAECYG010000195.1	622032	848008	225976	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	52625.0	14041.0	2659.488985950621	2392.554029701	1.111569040003239
JAECYG010000195.1	925035	1040981	115946	False	True	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	82771.0	9761.0	4182.965564961878	1663.251896867136	2.5149320874612067
JAECYG010000195.1	1247114	1253425	6311	False	True	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	5069.0	1589.0	256.17006498401327	270.76193669930126	0.9461081129306104
JAECYG010000195.1	1305030	1363929	58899	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	13747.0	2875.0	694.7267475508444	489.893371938635	1.4181182831717658
JAECYG010000195.1	1466043	1664601	198558	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	55361.0	11627.0	2797.7571449161487	1981.2139949671337	1.412142833648094
JAECYG010000204.1	113017	126906	13889	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4015.0	1161.0	202.90448035328728	197.8317234159149	1.0256417770101898
JAECYG010000204.1	294313	334979	40666	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6887.0	1575.0	348.0456179808442	268.3763689750783	1.296856423350612
JAECYG010000205.1	57	4518	4461	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4473.0	2221.0	226.05024672982665	378.4532796785073	0.5973002715734274
JAECYG010000211.1	58189	65643	7454	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2332.0	980.0	117.85136941067644	166.9897406956043	0.7057401785268995
JAECYG010000212.1	9038	48721	39683	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	63996.0	29608.0	3234.140753347191	5045.134941342298	0.6410414767789586
JAECYG010000212.1	152123	162780	10657	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4505.0	1326.0	227.66741817971587	225.94734302282785	1.0076127257522751
JAECYG010000212.1	209886	236525	26639	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6654.0	2255.0	336.27058836133835	384.2468012944772	0.8751421930605192
JAECYG010000214.1	2058	11662	9604	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	7380.0	239.0	372.9601656306999	40.72504900637696	9.15800409650335
JAECYG010000215.1	9	12666	12657	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	153457.0	7881.0	7755.196224551533	1342.9042310429156	5.774943622397224
JAECYG010000227.1	64187	72016	7829	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2725.0	390.0	137.71225627962835	66.45510088906701	2.072260134094301
JAECYG010000227.1	139416	157951	18535	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	8044.0	2208.0	406.5164732159011	376.23810964887167	1.0804765992346896
JAECYG010000227.1	362013	369086	7073	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2446.0	1365.0	123.61254270090676	232.5928531117345	0.5314546042458361
JAECYG010000230.1	4	20933	20929	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6799.0	1945.0	343.59839649364886	331.4235159723983	1.0367351136370917
JAECYG010000231.1	10084	136992	126908	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	39804.0	4920.0	2011.5591372309457	838.3566573697684	2.3994073638562647
JAECYG010000231.1	330013	337057	7044	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	1688.0	181.0	85.30579398165602	30.841982720310583	2.7658985077337133
JAECYG010000231.1	537229	700915	163686	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	31526.0	10100.0	1593.2170977877297	1721.0167153322482	0.9257417918106354
JAECYG010000231.1	854068	964738	110670	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	61337.0	23739.0	3099.763913182959	4045.0708718091328	0.7663064533147744
JAECYG010000231.1	1166020	1210018	43998	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	22455.0	1947.0	1134.7995283519467	331.764311361573	3.420499099781672
JAECYG010000231.1	1298071	1311014	12943	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	3763.0	748.0	190.16925518540967	127.45747555133876	1.4920211965818448
JAECYG010000231.1	1379009	1498005	118996	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	43545.0	7690.0	2200.6165870445566	1310.3582713767316	1.6794006914860564
JAECYG010000238.1	202	9675	9473	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4133.0	2168.0	208.8678000747537	369.4222018653776	0.5653904909344565
JAECYG010000238.1	156450	165189	8739	False	True	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4491.0	1399.0	226.95990567038933	238.3863747277045	0.9520674406397304
JAECYG010000242.1	897	5421	4524	False	True	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	3028.0	1624.0	153.02484844576685	276.72585600985855	0.5529835579958067
JAECYG010000244.1	32110	48014	15904	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4811.0	598.0	243.13162016928143	101.89782136323608	2.3860335472982093
JAECYG010000244.1	126036	406011	279975	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	130549.0	11690.0	6597.503612862092	1991.9490497261368	3.3120845203190066
JAECYG010000246.1	31042	63022	31980	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	17632.0	3532.0	891.0614688889567	601.8446572825248	1.4805506007352731
JAECYG010000253.1	26076	35012	8936	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2150.0	542.0	108.65370678943154	92.3555504663444	1.1764718659657212
JAECYG010000253.1	144155	183026	38871	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6655.0	2349.0	336.3211249691474	400.2641845856882	0.8402478610902246
JAECYG010000253.1	224001	283787	59786	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	9956.0	1357.0	503.1424673467816	231.2296715550357	2.175942490265688
JAECYG010000253.1	335149	350956	15807	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6747.0	2184.0	340.97049288757887	372.14856497877525	0.9162214367453638
JAECYG010000253.1	560178	572290	12112	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2806.0	1439.0	141.80572151216043	245.2022825111985	0.5783213763749694
JAECYG010000253.1	762409	777989	15580	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	15967.0	7040.0	806.9180168869086	1199.5997698949532	0.6726560283998462
JAECYG010000253.1	858053	866567	8514	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	3078.0	1211.0	155.55167883621874	206.35160814528243	0.7538185926164537
JAECYG010000253.1	939012	963894	24882	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	10488.0	1914.0	530.0279427011898	326.14118744019044	1.625148748801895
JAECYG010000253.1	1233012	1346982	113970	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	17794.0	4645.0	899.2483993540209	791.4972913582468	1.136135788678276
JAECYG010000253.1	1451729	1459969	8240	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	1969.0	122.0	99.50658077599569	20.78851873965686	4.786612361474974
JAECYG010000253.1	1633396	1706008	72612	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	22332.0	7660.0	1128.5835255914349	1305.246340539111	0.864651744685445
JAECYG010000253.1	1756071	1774017	17946	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	5681.0	694.0	287.09846896314446	118.2560000436218	2.4277708434011016
JAECYG010000253.1	1897000	1918972	21972	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6979.0	875.0	352.6949858992757	149.0979827639324	2.365524867346458
JAECYG010000253.1	2020065	2128014	107949	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	17284.0	5538.0	873.4747293714115	943.6624326247515	0.9256220224237216
JAECYG010000253.1	2175023	2203015	27992	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	9906.0	4216.0	500.6156369563297	718.3966803802731	0.6968512670344411
JAECYG010000253.1	2303918	2344890	40972	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	7184.0	2269.0	363.0549905001285	386.6323690187001	0.9390186119739208
JAECYG010000253.1	2457222	2499953	42731	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	7630.0	2520.0	385.5943175829594	429.4021903601253	0.897979391440864
JAECYG010000253.1	2579222	2606915	27693	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	13755.0	1565.0	695.1310404133167	266.6723920292048	2.6066854357281537
JAECYG010000254.1	73006	108355	35349	False	True	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	11292.0	3502.0	570.6593753796562	596.7327264449043	0.9563064837744316
JAECYG010000254.1	352048	366967	14919	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4128.0	646.0	208.6151170357085	110.07691070342896	1.895175979254749
JAECYG010000254.1	429021	465910	36889	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	20782.0	2379.0	1050.251783487426	405.3761154233088	2.590808248262763
JAECYG010000254.1	554197	666927	112730	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	35469.0	4297.0	1792.4829423787662	732.1988936418486	2.448082014250557
JAECYG010000254.1	755000	849699	94699	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	12242.0	2500.0	618.6691527982423	425.9942364683783	1.4522946552685727
JAECYG010000254.1	894218	902921	8703	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	1943.0	344.0	98.19262897296068	58.61680693804885	1.6751616831796874
JAECYG010000254.1	952074	1033953	81879	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	25865.0	7631.0	1307.129360980766	1300.304807396078	1.0052484260197074
JAECYG010000254.1	1114039	1126794	12755	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2812.0	400.0	142.10894115901465	68.15907783494052	2.0849598567509533
JAECYG010000254.1	1184111	1217994	33883	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4958.0	1052.0	250.56050151721004	179.25837470589357	1.3977617610797863
JAECYG010000254.1	1296053	1302951	6898	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	1769.0	350.0	89.39925921418809	59.63919310557296	1.499001823447444
JAECYG010000254.1	1343542	1486958	143416	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	26591.0	12586.0	1343.8189382501275	2144.6253840764034	0.6265984484879403
JAECYG010000254.1	1557029	1567985	10956	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	3491.0	1114.0	176.4232978613514	189.82303177030937	0.9294093357165848
JAECYG010000256.1	13	5008	4995	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	1207.0	384.0	60.99768562550878	65.43271472154291	0.9322200047039474
JAECYG010000256.1	70073	96879	26806	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	5990.0	2055.0	302.7142807761372	350.1672623770069	0.8644848142606216
JAECYG010000256.1	268048	273819	5771	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	1629.0	566.0	82.32413412092278	96.44509513644084	0.8535854934297992
JAECYG010000256.1	469093	532499	63406	False	True	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	6556.0	2523.0	331.3180007960527	429.91338344388737	0.7706622160537986
JAECYG010000256.1	627779	632873	5094	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	1962.0	297.0	99.1528245213324	50.60811529244334	1.959227763143704
JAECYG010000257.1	96011	303282	207271	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	81342.0	13970.0	4110.748752402763	2380.455793385298	1.726874644690115
JAECYG010000257.1	346112	352154	6042	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2887.0	1658.0	145.89918674469249	282.5193776258285	0.5164218750967335
JAECYG010000259.1	114328	159964	45636	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16111.0	4298.0	814.19528841141	732.3692913364359	1.1117277827496796
JAECYG010000259.1	221012	228942	7930	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2882.0	202.0	145.6465037056473	34.42033430664497	4.231408748331933
JAECYG010000259.1	310052	381006	70954	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	41756.0	3095.0	2110.206595674188	527.3808647478523	4.001295338394776
JAECYG010000260.1	1544068	1548472	4404	False	True	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	698.0	495.0	35.274552250708474	84.3468588207389	0.4182082503591147
JAECYG010000260.1	5191505	5205330	13825	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	20857.0	6716.0	1054.042029073104	1144.3909168486514	0.9210506773119588
JAECYG010000260.1	6728987	6736010	7023	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2093.0	187.0	105.77312014431638	31.864368887834694	3.3194795263840566
JAECYG010000260.1	9403162	9416851	13689	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	7410.0	1974.0	374.47626386497103	336.3650491154315	1.1133031355361205
JAECYG010000260.1	11706222	11715692	9470	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	5694.0	2640.0	287.755444864662	449.8499137106074	0.6396698900997849
JAECYG010000260.1	16666135	16673484	7349	False	True	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	1718.0	1169.0	86.82189221592716	199.19490497261367	0.4358640208586855
JAECYG010000260.1	19253265	19265901	12636	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	16224.0	4285.0	819.9059250938313	730.1541213068003	1.1229217245619278
JAECYG010000260.1	19960146	19969987	9841	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	3289.0	1839.0	166.21490308392575	313.36136034613907	0.5304256494812402
JAECYG010000260.1	20257836	20266731	8895	False	True	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	2194.0	1066.0	110.8773175330292	181.6439424301165	0.6104102126922664
JAECYG010000260.1	20872261	20916324	44063	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	71572.0	12542.0	3617.006094108463	2137.12788551456	1.6924612320228976
JAECYG010000264.1	71114	105816	34702	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	9938.0	1787.0	502.2328084062189	304.5006802275968	1.6493651443761266
JAECYG010000264.1	214004	307984	93980	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	39084.0	14720.0	1975.1727796084383	2508.254064325811	0.787469183325869
JAECYG010000264.1	421074	426632	5558	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	1831.0	411.0	92.53252889834845	70.03345247540139	1.3212618488407328
JAECYG010000264.1	507162	538850	31688	False	True	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	20717.0	4777.0	1046.966903979839	813.9897870437773	1.286216265417998
JAECYG010000264.1	579187	668763	89576	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	43594.0	8225.0	2203.092880827199	1401.5210379809646	1.5719299397752755
JAECYG010000264.1	712121	750976	38855	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4521.0	1912.0	228.47600390466047	325.8003920510157	0.7012760250726905
JAECYG010000264.1	920197	933011	12814	True	False	False	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	4631.0	1292.0	234.03503076365465	220.1538214068579	1.063052320727803
JAECYG010000264.1	1122576	1243928	121352	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	27707.0	9212.0	1400.2177925650135	1569.7035625386802	0.8920268934730853
JAECYG010000264.1	1338043	1400767	62724	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	23785.0	8117.0	1202.013216737967	1383.118086965531	0.8690604425361137
JAECYG010000264.1	1454258	1562004	107746	True	False	True	Dbia_ref_GCA_018148935.1_ASM1814893v1_genomic	19787636.0	5868624.0	19510.0	5059.0	985.96921835433	862.0419369174102	1.1437601538042028
